Day Number,L0,L1,L2,L3,L4,L5,L6
560,"[0.9572438463444858, 1.0]","[0.004580600624254643, 0.9258194202142277]","[0.004826303564476689, 0.8016634578625058]","[0.004832804875058524, 0.6762141721789464]","[0.004636116953084219, 0.5556495463237111]","[0.005120919815128307, 0.43458459178597775]","[0.01475940782351212, 0.0]"
565,"[0.9562605102764249, 1.0]","[0.004690807797352939, 0.9258205728871293]","[0.004941781358604061, 0.8016649114563518]","[0.004947680367125091, 0.6762158510441667]","[0.0047454790692844995, 0.5556513536293572]","[0.0052405557480039175, 0.43458727107250006]","[0.015173185383204845, 0.0]"
570,"[0.9552534451829372, 1.0]","[0.00480378025462764, 0.9258217256821873]","[0.005060141913574576, 0.8016663652067803]","[0.005065406236640083, 0.6762175300938317]","[0.00485753573008418, 0.5556531611382254]","[0.00536311324481812, 0.43458995066607503]","[0.015596577437318458, 0.0]"
575,"[0.9542220540264383, 1.0]","[0.004919590021806577, 0.9258228785989744]","[0.005181459957109688, 0.8016678191132381]","[0.00518605595426391, 0.6762192093272807]","[0.004972355934635388, 0.555654968849578]","[0.005488666499843564, 0.4345926305655511]","[0.016029817605902844, 0.0]"
580,"[0.9531657241787205, 1.0]","[0.0050383110649901185, 0.9258240316370644]","[0.005305812221047958, 0.8016692731751731]","[0.00530970495056436, 0.6762208887438564]","[0.005090010511360745, 0.555656776762681]","[0.00561729165905577, 0.43459531076978175]","[0.016473145414260922, 0.0]"
585,"[0.9520838269999243, 1.0]","[0.005160019344561512, 0.9258251847960336]","[0.005433277496788939, 0.8016707273920364]","[0.0054364306699633755, 0.6762225683429044]","[0.005210572168009716, 0.5556585848768038]","[0.005749066873146063, 0.43459799127762505]","[0.01692680644760641, 0.0]"
590,"[0.9509757174057867, 1.0]","[0.0052847928706382845, 0.9258263380754596]","[0.005563936692315494, 0.801672181763281]","[0.005566312626212167, 0.6762242481237725]","[0.0053341155431252075, 0.5556603931912183]","[0.005884072352017548, 0.43460067208794445]","[0.01739105250990494, 0.0]"
595,"[0.9498407334228274, 1.0]","[0.0054127117601098645, 0.925827491474922]","[0.005697872890840642, 0.8016736362883627]","[0.0056994324594392435, 0.6762259280858124]","[0.005460717258961236, 0.5556622017052008]","[0.0060223904208067825, 0.4346033531996085]","[0.017866141787015153, 0.0]"
600,"[0.9486781957311302, 1.0]","[0.00554385829530807, 0.9258286449940026]","[0.005835171411126552, 0.8016750909667395]","[0.005835873994817064, 0.6762276082283781]","[0.005590455975893707, 0.5556640104180298]","[0.006164105577475023, 0.4346060346114909]","[0.01835233901424962, 0.0]"
605,"[0.9474874071943621, 1.0]","[0.005678316984358418, 0.9258297986322844]","[0.005975919869524482, 0.801676545797872]","[0.005975723302894551, 0.6762292885508263]","[0.005723412448367579, 0.5556658193289873]","[0.006309304552014311, 0.43460871632247006]","[0.018849915648478953, 0.0]"
610,"[0.9462676523766625, 1.0]","[0.005816174623261709, 0.9258309523893528]","[0.006120208243786259, 0.8016780007812226]","[0.006119068761644052, 0.6762309690525168]","[0.005859669582424946, 0.5556676284373583]","[0.006458076367314803, 0.434611398331429]","[0.019359150044905956, 0.0]"
615,"[0.9450181970460297, 1.0]","[0.005957520359756863, 0.9258321062647941]","[0.006268128938699135, 0.8016794559162567]","[0.006266001120272705, 0.6762326497328119]","[0.005999312494860003, 0.5556694377424313]","[0.006610512401741367, 0.43461408063725643]","[0.01988032763864043, 0.0]"
620,"[0.94373828766381, 1.0]","[0.006102445759017378, 0.9258332602581977]","[0.006419776853597568, 0.8016809112024413]","[0.00641661356484979, 0.676234330591077]","[0.006142428574048125, 0.5556712472434977]","[0.006766706453468675, 0.4346167632388455]","[0.020413741131208762, 0.0]"
625,"[0.9424271508598947, 1.0]","[0.0062510448712354855, 0.9258344143691535]","[0.0065752494518069825, 0.8016823666392466]","[0.006571001785803198, 0.67623601162668]","[0.006289107542497671, 0.555673056939852]","[0.006926754806625609, 0.43461944613509446]","[0.02095969068213658, 0.0]"
630,"[0.9410839928932121, 1.0]","[0.006403414301149823, 0.9258355685972544]","[0.006734646832076322, 0.8016838222261445]","[0.0067292640473395554, 0.6762376928389918]","[0.006439441521174721, 0.555674866830792]","[0.007090756299301287, 0.43462212932490596]","[0.021518484105746406, 0.0]"
635,"[0.9397079990970888, 1.0]","[0.006559653279573752, 0.9258367229420936]","[0.006898071802057849, 0.801685277962609]","[0.006891501258844457, 0.6762393742273857]","[0.006593525095652247, 0.5556766769156182]","[0.007258812393466478, 0.4346248128071881]","[0.022090437073316694, 0.0]"
640,"[0.9382983333090461, 1.0]","[0.006719863736983591, 0.9258378774032675]","[0.007065629953894486, 0.801686733848117]","[0.007057817048320622, 0.6762410557912383]","[0.006751455384137039, 0.5556784871936344]","[0.007431027246865881, 0.4346274965808529]","[0.022675873320752472, 0.0]"
645,"[0.9368541372845823, 1.0]","[0.006884150379227613, 0.9258390319803733]","[0.007237429741976662, 0.801688189882147]","[0.007228317837923882, 0.6762427375299281]","[0.006913332107428914, 0.5556802976641477]","[0.007607507786938356, 0.4346301806448183]","[0.023275124861922486, 0.0]"
650,"[0.9353745300944761, 1.0]","[0.00705262076541856, 0.9258401866730102]","[0.0074135825629326035, 0.80168964606418]","[0.007403112921658419, 0.6762444194428371]","[0.007079257660868798, 0.5556821083264677]","[0.007788363786823769, 0.434632864998006]","[0.023888532207821934, 0.0]"
655,"[0.9338586075051378, 1.0]","[0.007225385388074216, 0.9258413414807792]","[0.007594202837918076, 0.8016911023936999]","[0.007582314545294686, 0.6762461015293495]","[0.007249337188333555, 0.5556839191799071]","[0.007973707943517152, 0.4346355496393428]","[0.024516444591724647, 0.0]"
660,"[0.9323054413415159, 1.0]","[0.007402557755572737, 0.925842496403283]","[0.007779408097273183, 0.8016925588701915]","[0.007766037988575235, 0.6762477837888524]","[0.007423678658337493, 0.5556857302237819]","[0.008163655958232301, 0.43463823456775996]","[0.025159220200493264, 0.0]"
665,"[0.9307140788320546, 1.0]","[0.007584254476991397, 0.9258436514401254]","[0.007969319067616368, 0.8016940154931432]","[0.007954401649775754, 0.6762494662207353]","[0.00760239294230211, 0.5556875414574108]","[0.0083583266190391, 0.4346409197821938]","[0.02581722641222076, 0.0]"
670,"[0.9290835419351829, 1.0]","[0.007770595349399237, 0.9258448065909134]","[0.008164059761447412, 0.8016954722620447]","[0.008147527132690627, 0.6762511488243905]","[0.00778559389505746, 0.5556893528801158]","[0.00855784188584062, 0.43464360528158497]","[0.026490840040381793, 0.0]"
675,"[0.9274128266467992, 1.0]","[0.007961703447676726, 0.9258459618552541]","[0.008363757569333784, 0.801696929176388]","[0.008345539336114285, 0.6762528315992129]","[0.007973398437640597, 0.5556911644912212]","[0.00876232697775798, 0.4346462910648786]","[0.02718044758467744, 0.0]"
680,"[0.9257009022882003, 1.0]","[0.008157705216937287, 0.9258471172327573]","[0.008568543354756805, 0.8016983862356676]","[0.008548566545891888, 0.6762545145445998]","[0.008165926642458245, 0.5556929762900549]","[0.008971910462993204, 0.43464897713102485]","[0.02788644548876219, 0.0]"
685,"[0.9239467107738875, 1.0]","[0.0083587305676283, 0.9258482727230335]","[0.008778551551696098, 0.8016998434393798]","[0.008756740529615193, 0.6762561976599516]","[0.008363301820883165, 0.5556947882759474]","[0.009186724351242063, 0.43465166347897805]","[0.028609240405047694, 0.0]"
690,"[0.9221491658586638, 1.0]","[0.008564912973390819, 0.9258494283256957]","[0.008993920265034013, 0.8017013007870235]","[0.008970196634041435, 0.6762578809446707]","[0.008565650613355538, 0.5556966004482322]","[0.009406904188731332, 0.4346543501076972]","[0.029349249466783172, 0.0]"
695,"[0.9203071523634221, 1.0]","[0.008776389571760803, 0.9258505840403584]","[0.009214791373863059, 0.8017027582780992]","[0.0091890738853158, 0.6762595643981624]","[0.008773103082062939, 0.5556984128062457]","[0.009632589155957, 0.4346570370161456]","[0.030106900567618354, 0.0]"
700,"[0.9184195253790034, 1.0]","[0.008993301267795871, 0.9258517398666374]","[0.009441310637782897, 0.80170421591211]","[0.00941351509208019, 0.6762612480198348]","[0.008985792806274666, 0.555700225349327]","[0.009863922168202215, 0.4346597242032914]","[0.03088263264886084, 0.0]"
705,"[0.9164851094474852, 1.0]","[0.009215792840715224, 0.9258528958041503]","[0.009673627806275533, 0.8017056736885607]","[0.009643666951553585, 0.6762629318090977]","[0.009203856980408532, 0.5557020380768178]","[0.010101049978916265, 0.43466241166810704]","[0.0316768959946457, 0.0]"
710,"[0.9145026977202452, 1.0]","[0.009444013053642437, 0.9258540518525166]","[0.00991189673125018, 0.801707131606959]","[0.00987968015867203, 0.6762646157653642]","[0.009427436514910426, 0.5557038509880634]","[0.010344123286038077, 0.43466509940956904]","[0.0324901525352418, 0.0]"
715,"[0.91247105109212, 1.0]","[0.00967811476654373, 0.9258552080113571]","[0.010156275482852094, 0.8017085896668134]","[0.010121709518378687, 0.6762662998880496]","[0.00965667614002951, 0.5557056640824112]","[0.010593296841350451, 0.43466778742665896]","[0.03332287615872556, 0.0]"
720,"[0.9103888973109647, 1.0]","[0.009918255052457383, 0.9258563642802945]","[0.010406926468632463, 0.8017100478676356]","[0.010369914061157373, 0.6762679841765717]","[0.009891724512574477, 0.5557074773592117]","[0.010848729562953779, 0.43467047571836204]","[0.03417555303125986, 0.0]"
725,"[0.908254930061891, 1.0]","[0.010164595317112357, 0.9258575206589521]","[0.010664016556179533, 0.8017115062089387]","[0.010624457161905675, 0.6762696686303509]","[0.010132734325738553, 0.5557092908178182]","[0.011110584650950507, 0.4346731642836686]","[0.035048681926222416, 0.0]"
730,"[0.9060678080254471, 1.0]","[0.010417301422038009, 0.9258586771469562]","[0.01092771719931403, 0.8017129646902384]","[0.010885506662246719, 0.6762713532488099]","[0.010379862422084052, 0.5557111044575868]","[0.011379029706434621, 0.4346758531215727]","[0.035942774562435414, 0.0]"
735,"[0.9038261539089762, 1.0]","[0.01067654381126873, 0.9258598337439339]","[0.01119820456795533, 0.8017144233110525]","[0.011153234996381706, 0.6762730380313743]","[0.01063326990977962, 0.5557129182778762]","[0.0116542368538829, 0.4346785422310733]","[0.03685835595175539, 0.0]"
740,"[0.9015285534503679, 1.0]","[0.010942497641752027, 0.925860990449514]","[0.011475659681767525, 0.8017158820708997]","[0.011427819320588426, 0.6762747229774714]","[0.010893122282186361, 0.5557147322780478]","[0.011936382867047967, 0.43468123161117295]","[0.037795964756289754, 0.0]"
745,"[0.8991735543933943, 1.0]","[0.011215342917570325, 0.9258621472633269]","[0.011760268547699028, 0.8017173409693025]","[0.011709441646473976, 0.6762764080865316]","[0.011159589540891829, 0.5557165464574663]","[0.012225649298455998, 0.434683921260879]","[0.038756153655514505, 0.0]"
750,"[0.8967596654337995, 1.0]","[0.01149526462809149, 0.9258633041850044]","[0.012052222301531088, 0.8017188000057841]","[0.011998288978093739, 0.6762780933579869]","[0.011432846322293912, 0.555718360815498]","[0.012522222612614946, 0.43468661117920265]","[0.039739489723575355, 0.0]"
755,"[0.8942853551352816, 1.0]","[0.011782452890165544, 0.9258644612141804]","[0.012351717353556169, 0.8017202591798698]","[0.012294553453051194, 0.6762797787912729]","[0.011713072027839964, 0.555720175351513]","[0.012826294323042468, 0.4346893013651598]","[0.04074655481706306, 0.0]"
760,"[0.8917490508144869, 1.0]","[0.012077103094489516, 0.9258656183504895]","[0.012658955538508834, 0.8017217184910875]","[0.012598432487697693, 0.6762814643858264]","[0.012000450958029034, 0.5557219900648835]","[0.013138061133226145, 0.4346919918177699]","[0.04177794597356197, 0.0]"
765,"[0.8891491373941024, 1.0]","[0.012379416056265583, 0.925866775593568]","[0.012974144269877115, 0.8017231779389669]","[0.012910128926554137, 0.6762831501410878]","[0.012295172450289335, 0.5557238049549846]","[0.013457725081631601, 0.43469468253605725]","[0.042834275821279875, 0.0]"
770,"[0.8864839562231126, 1.0]","[0.012689598170281698, 0.9258679329430545]","[0.013297496698725623, 0.8017246375230391]","[0.013229851196080418, 0.6762848360564984]","[0.012597431020845526, 0.555725620021194]","[0.013785493690878076, 0.4346973735190497]","[0.04391617300007601, 0.0]"
775,"[0.8837518038632517, 1.0]","[0.01300786157054776, 0.9258690903985883]","[0.013629231877165197, 0.8017260972428382]","[0.013557813462922823, 0.676286522131503]","[0.012907426510694599, 0.5557274352628918]","[0.014121580121204276, 0.4347000647657796]","[0.045024282594213635, 0.0]"
780,"[0.8809509308406568, 1.0]","[0.013334424294624697, 0.9258702479598104]","[0.013969574926609354, 0.8017275570978994]","[0.013894235796772732, 0.6762882083655485]","[0.013225364235812222, 0.5557292506794611]","[0.014466203328351163, 0.43470275627528326]","[0.046159266577172925, 0.0]"
785,"[0.8780795403616988, 1.0]","[0.01366951045278806, 0.9258714056263637]","[0.014318757210960343, 0.8017290170877602]","[0.014239344337974899, 0.6762898947580837]","[0.01355145514171562, 0.5557310662702873]","[0.01481958822599229, 0.4347054480466012]","[0.04732180426887004, 0.0]"
790,"[0.8751357869919306, 1.0]","[0.014013350402171639, 0.9258725633978919]","[0.01467701651487397, 0.8017304772119597]","[0.014593371470026994, 0.67629158130856]","[0.013885915962512471, 0.5557328820347586]","[0.01518196585284592, 0.4347081400787777]","[0.04851259280563829, 0.0]"
795,"[0.8721177752970709, 1.0]","[0.014366180926041708, 0.9258737212740408]","[0.015044597227255294, 0.8017319374700398]","[0.01495655599711722, 0.6762932680164315]","[0.014228969384569353, 0.5557346979722656]","[0.015553573544607764, 0.4347108323708615]","[0.049732347623337725, 0.0]"
800,"[0.8690235584448948, 1.0]","[0.014728245418356963, 0.9258748792544574]","[0.015421750530142631, 0.801733397861543]","[0.015329143326850711, 0.6762949548811538]","[0.014580844214937798, 0.5557365140822018]","[0.01593465511084665, 0.43471352492190507]","[0.0509818029539705, 0.0]"
805,"[0.865851136766883, 1.0]","[0.015099794073773936, 0.9258760373387902]","[0.01580873459314256, 0.8017348583860148]","[0.015711385658320497, 0.6762966419021854]","[0.014941775554679225, 0.5557383303639628]","[0.01632546101701051, 0.43471621773096497]","[0.0522617123361903, 0.0]"
810,"[0.8625984562784366, 1.0]","[0.015481084083262231, 0.9258771955266891]","[0.01620581477358286, 0.8017363190430021]","[0.01610354217568306, 0.6762983290789869]","[0.015312004977235717, 0.5557401468169472]","[0.016726248571694094, 0.4347189107971015]","[0.05357284914010552, 0.0]"
815,"[0.8592634071564306, 1.0]","[0.015872379835500126, 0.9258783538178054]","[0.016613263822556092, 0.8017377798320537]","[0.016505879247404154, 0.6763000164110209]","[0.01569178071199653, 0.5557419634405557]","[0.017137282119324398, 0.43472160411937943]","[0.054916007106788116, 0.0]"
820,"[0.8558438221728456, 1.0]","[0.01627395312422526, 0.9258795122117919]","[0.01703136209703142, 0.8017392407527206]","[0.016918670631344796, 0.6763017038977526]","[0.016081357833216542, 0.555743780234192]","[0.01755883323842483, 0.43472429769686677]","[0.056292000902911477, 0.0]"
825,"[0.8523374750831738, 1.0]","[0.016686083361720876, 0.9258806707083029]","[0.017460397778217895, 0.8017407018045554]","[0.017342197685863682, 0.6763033915386493]","[0.016480998454445724, 0.5557455971972618]","[0.01799118094562386, 0.4347269915286362]","[0.05770166669095409, 0.0]"
830,"[0.8487420789682588, 1.0]","[0.017109057798624035, 0.9258818293069944]","[0.017900667096368734, 0.8017421629871125]","[0.01777674958711623, 0.6763050793331804]","[0.01689097192863538, 0.5557474143291734]","[0.01843461190557877, 0.43472968561376346]","[0.05914586271541791, 0.0]"
835,"[0.8450552845281888, 1.0]","[0.017543171750247694, 0.9258829880075234]","[0.018352474562220392, 0.8017436242999484]","[0.018222623552737433, 0.6763067672808175]","[0.017311555054090818, 0.555749231629338]","[0.018889420646990757, 0.43473237995132874]","[0.06062546990552409, 0.0]"
840,"[0.8412746783268162, 1.0]","[0.017988728829614303, 0.9258841468095483]","[0.01881613320526816, 0.8017450857426209]","[0.018680125072100724, 0.6763084553810347]","[0.017743032286445585, 0.5557510490971688]","[0.019355909784892617, 0.4347350745404162]","[0.06214139249486233, 0.0]"
845,"[0.8373977809854403, 1.0]","[0.01844604118740534, 0.9258853057127295]","[0.019291964819085038, 0.8017465473146901]","[0.01914956814335089, 0.6763101436333081]","[0.01818569595683836, 0.5557528667320816]","[0.019834390249395824, 0.4347377693801132]","[0.06369455865848421, 0.0]"
850,"[0.8334220453241369, 1.0]","[0.01891542975903687, 0.9258864647167276]","[0.019780300213897064, 0.801748009015718]","[0.01963127551741587, 0.676311832037116]","[0.018639846496477857, 0.5557546845334947]","[0.020325181521089846, 0.43474046446951153]","[0.06528592116794549, 0.0]"
855,"[0.8293448544491803, 1.0]","[0.01939722451907852, 0.925887623821206]","[0.02028147947663581, 0.8017494708452679]","[0.020125578949207606, 0.6763135205919385]","[0.019105792667788606, 0.5557565025008285]","[0.02082861187329189, 0.4347431598077062]","[0.06691645806481715, 0.0]"
860,"[0.8251635197849497, 1.0]","[0.019891764743239008, 0.9258887830258284]","[0.02079585223869415, 0.8017509328029059]","[0.02063281945622967, 0.6763152092972586]","[0.019583851802334507, 0.5557583206335065]","[0.02134501862135204, 0.43474585539379645]","[0.06858717335320082, 0.0]"
865,"[0.8208752790486666, 1.0]","[0.02039939927814959, 0.9258899423302605]","[0.02132377795162023, 0.8017523948881984]","[0.021153347584815192, 0.676316898152561]","[0.020074350045724613, 0.5557601389309538]","[0.021874748379224058, 0.4347485512268849]","[0.07029909771179962, 0.0]"
870,"[0.8164772941662576, 1.0]","[0.0209204868191826, 0.9258911017341691]","[0.021865626170990252, 0.8017538571007151]","[0.02168752368422632, 0.6763185871573322]","[0.02057762260971103, 0.5557619573925984]","[0.022418157323519552, 0.4347512473060783]","[0.07205328922611251, 0.0]"
875,"[0.8119666491275852, 1.0]","[0.02145539619655159, 0.9258922612372226]","[0.022421776848708674, 0.8017553194400263]","[0.02223571818885307, 0.6763202763110613]","[0.021094014031695592, 0.5557637760178705]","[0.022975611465269354, 0.4347539436304867]","[0.07385083414133631, 0.0]"
880,"[0.8073403477792362, 1.0]","[0.022004506669943965, 0.9258934208390903]","[0.022992620633993453, 0.8017567819057045]","[0.022798311908756842, 0.6763219656132392]","[0.021623878441868756, 0.5557655948062027]","[0.02354748692962258, 0.43475664019922405]","[0.07569284763657795, 0.0]"
885,"[0.8025953115529998, 1.0]","[0.022568208231949882, 0.9258945805394434]","[0.023578559183309124, 0.8017582444973242]","[0.023375696328811996, 0.6763236550633593]","[0.02216757983821067, 0.5557674137570299]","[0.024134170243721713, 0.4347593370114082]","[0.07758047462099668, 0.0]"
890,"[0.7977283771281126, 1.0]","[0.023146901920553915, 0.9258957403379545]","[0.024180005479522124, 0.8017597072144613]","[0.023968273916705925, 0.6763253446609169]","[0.02272549236959206, 0.5557692328697894]","[0.02473605863299835, 0.4347620340661599]","[0.07951489055251484, 0.0]"
895,"[0.7927362940252891, 1.0]","[0.023741000140968454, 0.9258969002342965]","[0.02479738416055855, 0.8017611700566937]","[0.024576458440066687, 0.6763270344054092]","[0.02329800062721938, 0.5557710521439209]","[0.025353560326142697, 0.43476473136260446]","[0.08149730227975495, 0.0]"
900,"[0.7876157221304909, 1.0]","[0.024350926997094405, 0.9258980602281449]","[0.02543113185785492, 0.8017626330236006]","[0.02520067529299618, 0.676328724296336]","[0.023885499944676127, 0.5557728715788662]","[0.025987094869007323, 0.4347674288998699]","[0.08352894890788004, 0.0]"
905,"[0.7823632291463313, 1.0]","[0.024977118632905075, 0.9258992203191758]","[0.02608169754490055, 0.8017640961147633]","[0.025841361832293585, 0.6763304143331977]","[0.02448839670682112, 0.5557746911740695]","[0.026637093447712958, 0.4347701266770887]","[0.08561110268903534, 0.0]"
910,"[0.7769752879689433, 1.0]","[0.025620023584056413, 0.9259003805070667]","[0.026749542896180485, 0.8017655593297648]","[0.026498967723665258, 0.6763321045154989]","[0.025107108667811233, 0.5557765109289773]","[0.02730399922123405, 0.4347728246933961]","[0.08774506993810904, 0.0]"
915,"[0.7714482739880736, 1.0]","[0.026280103140039045, 0.9259015407914967]","[0.02743514265683703, 0.8017670226681898]","[0.02717395529822406, 0.6763337948427444]","[0.025742065278524875, 0.5557783308430383]","[0.027988267663748404, 0.4347755229479316]","[0.08993219197455285, 0.0]"
920,"[0.7657784623080941, 1.0]","[0.026957831717195034, 0.9259027011721456]","[0.028138985023377416, 0.8017684861296245]","[0.02786679991959224, 0.6763354853144417]","[0.026393708023671778, 0.5557801509157034]","[0.028690366917045608, 0.43477822143983774]","[0.09217384609102368, 0.0]"
925,"[0.7599620248875574, 1.0]","[0.027653697242933418, 0.9259038616486956]","[0.02886157203576673, 0.8017699497136564]","[0.028577990361931087, 0.6763371759301007]","[0.027062490768882112, 0.5557819711464264]","[0.029410778153297002, 0.43478092016826064]","[0.09447144654963206, 0.0]"
930,"[0.7539950275948416, 1.0]","[0.02836820155148956, 0.9259050222208289]","[0.029603419981254035, 0.8017714134198759]","[0.029308029199230874, 0.6763388666892328]","[0.02774888011807846, 0.5557837915346622]","[0.030149995948499594, 0.43478361913235014]","[0.09682644560660567, 0.0]"
935,"[0.7478734271773598, 1.0]","[0.02910186079158342, 0.9259061828882298]","[0.030365059810292933, 0.8017728772478738]","[0.030057433206203882, 0.6763405575913517]","[0.02845335578144264, 0.555785612079869]","[0.030908528666916495, 0.43478631833125936]","[0.09924033456620053, 0.0]"
940,"[0.7415930681417303, 1.0]","[0.029855205846343238, 0.9259073436505835]","[0.031147037564926195, 0.8017743411972434]","[0.030826733771137073, 0.6763422486359727]","[0.029176410954299514, 0.5557874327815066]","[0.03168689885684509, 0.434789017764145]","[0.1017146448647184, 0.0]"
945,"[0.7351496795422213, 1.0]","[0.03062878276587284, 0.9259085045075768]","[0.031949914820018535, 0.8017758052675791]","[0.031616477321067635, 0.6763439398226134]","[0.029918552707250173, 0.5557892536390372]","[0.03248564365805622, 0.43479171743016737]","[0.1042509491855132, 0.0]"
950,"[0.7285388716747048, 1.0]","[0.03142315321285278, 0.9259096654588977]","[0.032774269137731696, 0.801777269458477]","[0.03242722575966053, 0.6763456311507929]","[0.030680302387895864, 0.5557910746519252]","[0.033305315221256675, 0.4347944173284895]","[0.10685086260589764, 0.0]"
955,"[0.7217561326732643, 1.0]","[0.03223889492157747, 0.9259108265042351]","[0.03362069453564919, 0.8017787337695353]","[0.03325955691817569, 0.676347322620033]","[0.03146219603450717, 0.555792895819637]","[0.03414648113993877, 0.43479711745827865]","[0.10951604377688735, 0.0]"
960,"[0.7147968250065164, 1.0]","[0.033076602170843614, 0.9259119876432793]","[0.03448980196897128, 0.8017801982003535]","[0.03411406501992636, 0.676349014229857]","[0.0322647848020012, 0.5557947171416412]","[0.03500972489499277, 0.43479981781870486]","[0.11224819613674829, 0.0]"
965,"[0.7076561818706125, 1.0]","[0.033936886271117996, 0.9259131488757222]","[0.03538221982721302, 0.8017816627505324]","[0.0349913611586419, 0.6763507059797897]","[0.03308863540060341, 0.5557965386174092]","[0.03589564631246809, 0.43480251840894196]","[0.11504906915934308, 0.0]"
970,"[0.7003293034757953, 1.0]","[0.034820376066426205, 0.9259143102012564]","[0.03629859444585233, 0.8017831274196751]","[0.035892073791162715, 0.676352397869359]","[0.033934330547579834, 0.5557983602464134]","[0.03680486203488246, 0.43480521922816706]","[0.11792045963830125, 0.0]"
975,"[0.692811153223286, 1.0]","[0.03572771845141869, 0.9259154716195765]","[0.03723959063338944, 0.8017845922073857]","[0.036816849244905685, 0.6763540898980931]","[0.034802469432440405, 0.5558001820281295]","[0.03773800600649038, 0.4348079202755605]","[0.12086421300806928, 0.0]"
980,"[0.6850965537691809, 1.0]","[0.036659578904083334, 0.9259166331303771]","[0.03820589221429324, 0.8017860571132703]","[0.03776635224055519, 0.6763557820655236]","[0.03569366819602422, 0.5558020039620345]","[0.03869572997293393, 0.43481062155030564]","[0.12388222470292906, 0.0]"
985,"[0.6771801829719256, 1.0]","[0.037616642034590655, 0.9259177947333551]","[0.03919820258832533, 0.8017875221369362]","[0.038741266430447466, 0.6763574743711832]","[0.036608560423891136, 0.555803826047608]","[0.039678703995714326, 0.43481332305158976]","[0.12697644155510526, 0.0]"
990,"[0.6690565697198416, 1.0]","[0.03859961215077073, 0.9259189564282085]","[0.0402172453067476, 0.8017889872779924]","[0.03974229495313091, 0.6763591668146065]","[0.03754779765445881, 0.5558056482843315]","[0.04068761698193316, 0.43481602477860315]","[0.13014886323311703, 0.0]"
995,"[0.6607200896350547, 1.0]","[0.03960921384074032, 0.925920118214636]","[0.0412637646659353, 0.8017904525360496]","[0.04077016100460088, 0.6763608593953303]","[0.03851204990233532, 0.5558074706716885]","[0.041723177229769814, 0.43481872673053923]","[0.1334015437215635, 0.0]"
1000,"[0.6521649606500761, 1.0]","[0.04064619257320987, 0.925921280092338]","[0.042338526318935296, 0.8017919179107202]","[0.04182560842672211, 0.676362552112893]","[0.03950200619731421, 0.5558092932091645]","[0.042786112990172855, 0.4348214289065946]","[0.1367365928435694, 0.0]"
1005,"[0.6433852384531574, 1.0]","[0.04171131531602344, 0.9259224420610154]","[0.043442317905523796, 0.8017933834016178]","[0.04290940231336893, 0.6763642449668352]","[0.040518375139511675, 0.5558111158962475]","[0.043877173045260266, 0.4348241313059696]","[0.1401561778271543, 0.0]"
1010,"[0.63437481179843, 1.0]","[0.04280537117349564, 0.9259236041203712]","[0.04457594970133852, 0.8017948490083575]","[0.0440223296348299, 0.6763659379566986]","[0.0415618854711422, 0.5558129387324273]","[0.044997127303937415, 0.43482683392786714]","[0.14366252491682613, 0.0]"
1015,"[0.6251273976767086, 1.0]","[0.04392917204313306, 0.9259247662701088]","[0.04574025528667471, 0.8017963147305566]","[0.045165199881041104, 0.6763676310820276]","[0.04263328666544234, 0.5558147617171959]","[0.046146767415259006, 0.43482953677149383]","[0.14725792103174107, 0.0]"
1020,"[0.6156365363427129, 1.0]","[0.045083553292342, 0.9259259285099334]","[0.04693609223555762, 0.801797780567833]","[0.04633884572422932, 0.676369324342368]","[0.04373334953327097, 0.555816584850047]","[0.047326907400076036, 0.4348322398360593]","[0.15094471547181118, 0.0]"
1025,"[0.6058955861943284, 1.0]","[0.04626937445574782, 0.9259270908395508]","[0.048164342825718964, 0.8017992465198068]","[0.0475441237015649, 0.6763710177372669]","[0.044862866847929186, 0.5558184081304767]","[0.048538384301527, 0.43483494312077625]","[0.1547253216731837, 0.0]"
1030,"[0.595897718499391, 1.0]","[0.04748751995376659, 0.9259282532586685]","[0.049425914770128546, 0.8018007125860993]","[0.048781914918444386, 0.6763727112662744]","[0.04602265398876051, 0.555820231557983]","[0.049782058854949324, 0.4348376466248606]","[0.15860221901455968, 0.0]"
1035,"[0.5856359119653367, 1.0]","[0.04873889983309346, 0.9259294157669948]","[0.05072174197075083, 0.8018021787663332]","[0.05005312577304039, 0.6763744049289414]","[0.04721354960410997, 0.5558220551320657]","[0.051058816177805624, 0.4348403503475314]","[0.162577954675863, 0.0]"
1040,"[0.5751029471469161, 1.0]","[0.050024450529792604, 0.9259305783642394]","[0.05205278529521712, 0.8018036450601334]","[0.05135868870277898, 0.6763760987248213]","[0.04843641629423871, 0.5558238788522272]","[0.0523695664802369, 0.4348430542880108]","[0.1666551455508196, 0.0]"
1045,"[0.5642914006870181, 1.0]","[0.05134513565569472, 0.9259317410501127]","[0.0534200333771289, 0.8018051114671251]","[0.05269956295342257, 0.6763777926534684]","[0.04969214131480939, 0.5558257027179709]","[0.053715245796876074, 0.4348457584455241]","[0.17083648021505018, 0.0]"
1050,"[0.5531936393854971, 1.0]","[0.05270194680883128, 0.9259329038243267]","[0.05482450344072646, 0.8018065779869362]","[0.05407673537146161, 0.6763794867144397]","[0.050981637301577766, 0.5558275267288031]","[0.05509681674057245, 0.4348484628192997]","[0.1751247209513333, 0.0]"
